id|titulo|tipos|temas|fontes|descricao_do_conjunto_de_dados|descricao_do_tipo_de_arquivo|nome_arquivo|data_ref|data_lancamento
143|ShapeFile of the census tracts of the municipality Capim Branco / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Capim Branco / MG / Southeast|Capim_Branco.zip|2000|01/01/2004
144|ShapeFile of the census tracts of the municipality Carapicuíba / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Carapicuíba / SP / Southeast|Carapicuiba.zip|2000|01/01/2004
145|ShapeFile of the census tracts of the municipality Cariacica / ES / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cariacica / ES / Southeast|Cariacica.zip|2000|01/01/2004
146|ShapeFile of the census tracts of the municipality Caruaru / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Caruaru / PE / Northeast|Caruaru.zip|2000|01/01/2004
147|ShapeFile of the census tracts of the municipality Cascavel / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cascavel / PR / South|Cascavel.zip|2000|01/01/2004
148|ShapeFile of the census tracts of the municipality Casimiro de Abreu / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Casimiro de Abreu / RJ / Southeast|Casimiro_de_Abreu.zip|2000|01/01/2004
149|ShapeFile of the census tracts of the municipality Castanhal / PA / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Castanhal / PA / North|Castanhal.zip|2000|01/01/2004
150|ShapeFile of the census tracts of the municipality Caucaia / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Caucaia / CE / Northeast|Caucaia.zip|2000|01/01/2004
151|ShapeFile of the census tracts of the municipality Caxias do Sul / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Caxias do Sul / RS / South|Caxias_do_Sul.zip|2000|01/01/2004
152|ShapeFile of the census tracts of the municipality Ceará-Mirim / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ceará-Mirim / RN / Northeast|Ceara-Mirim.zip|2000|01/01/2004
153|ShapeFile of the census tracts of the municipality Charqueadas / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Charqueadas / RS / South|Charqueadas.zip|2000|01/01/2004
154|ShapeFile of the census tracts of the municipality Chorozinho / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Chorozinho / CE / Northeast|Chorozinho.zip|2000|01/01/2004
155|ShapeFile of the census tracts of the municipality Cidade Ocidental / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cidade Ocidental / GO / Midwest|Cidade_Ocidental.zip|2000|01/01/2004
156|ShapeFile of the census tracts of the municipality Colombo / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Colombo / PR / South|Colombo.zip|2000|01/01/2004
157|ShapeFile of the census tracts of the municipality Conde / PB / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Conde / PB / Northeast|Conde.zip|2000|01/01/2004
158|ShapeFile of the census tracts of the municipality Confins / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Confins / MG / Southeast|Confins.zip|2000|01/01/2004
159|ShapeFile of the census tracts of the municipality Contagem / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Contagem / MG / Southeast|Contagem.zip|2000|01/01/2004
160|ShapeFile of the census tracts of the municipality Coqueiro Seco / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Coqueiro Seco / AL / Northeast|Coqueiro_Seco.zip|2000|01/01/2004
161|ShapeFile of the census tracts of the municipality Coronel Fabriciano / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Coronel Fabriciano / MG / Southeast|Coronel_Fabriciano.zip|2000|01/01/2004
162|ShapeFile of the census tracts of the municipality Cosmópolis / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cosmópolis / SP / Southeast|Cosmopolis.zip|2000|01/01/2004
163|ShapeFile of the census tracts of the municipality Cotia / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cotia / SP / Southeast|Cotia.zip|2000|01/01/2004
164|ShapeFile of the census tracts of the municipality Criciúma / SC / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Criciúma / SC / South|Criciuma.zip|2000|01/01/2004
165|ShapeFile of the census tracts of the municipality Cristalina / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cristalina / GO / Midwest|Cristalina.zip|2000|01/01/2004
166|ShapeFile of the census tracts of the municipality Cruz do Espírito Santo / PB / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cruz do Espírito Santo / PB / Northeast|Cruz_do_Espirito_Santo.zip|2000|01/01/2004
167|ShapeFile of the census tracts of the municipality Cubatão / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cubatão / SP / Southeast|Cubatao.zip|2000|01/01/2004
168|ShapeFile of the census tracts of the municipality Cuiabá / MT / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Cuiabá / MT / Midwest|Cuiaba.zip|2000|01/01/2004
169|ShapeFile of the census tracts of the municipality Curitiba / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Curitiba / PR / South|Curitiba.zip|2000|01/01/2004
170|ShapeFile of the census tracts of the municipality Diadema / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Diadema / SP / Southeast|Diadema.zip|2000|01/01/2004
171|ShapeFile of the census tracts of the municipality Dias d'Ávila / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Dias d'Ávila / BA / Northeast|Dias_d'avila.zip|2000|01/01/2004
172|ShapeFile of the census tracts of the municipality Divinópolis / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Divinópolis / MG / Southeast|Divinopolis.zip|2000|01/01/2004
173|ShapeFile of the census tracts of the municipality Dois Irmãos / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Dois Irmãos / RS / South|Dois_Irmaos.zip|2000|01/01/2004
174|ShapeFile of the census tracts of the municipality Dourados / MS / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Dourados / MS / Midwest|Dourados.zip|2000|01/01/2004
175|ShapeFile of the census tracts of the municipality Duque de Caxias / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Duque de Caxias / RJ / Southeast|Duque_de_Caxias.zip|2000|01/01/2004
176|ShapeFile of the census tracts of the municipality Eldorado do Sul / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Eldorado do Sul / RS / South|Eldorado_do_Sul.zip|2000|01/01/2004
177|ShapeFile of the census tracts of the municipality Embu / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Embu / SP / Southeast|Embu.zip|2000|01/01/2004
178|ShapeFile of the census tracts of the municipality Embu-Guaçu / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Embu-Guaçu / SP / Southeast|Embu-Guacu.zip|2000|01/01/2004
179|ShapeFile of the census tracts of the municipality Engenheiro Coelho / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Engenheiro Coelho / SP / Southeast|Engenheiro_Coelho.zip|2000|01/01/2004
180|ShapeFile of the census tracts of the municipality Escada / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Escada / PE / Northeast|Escada.zip|2000|01/01/2004
181|ShapeFile of the census tracts of the municipality Esmeraldas / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Esmeraldas / MG / Southeast|Esmeraldas.zip|2000|01/01/2004
182|ShapeFile of the census tracts of the municipality Estância Velha / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Estância Velha / RS / South|Estancia_Velha.zip|2000|01/01/2004
183|ShapeFile of the census tracts of the municipality Esteio / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Esteio / RS / South|Esteio.zip|2000|01/01/2004
184|ShapeFile of the census tracts of the municipality Eusébio / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Eusébio / CE / Northeast|Eusebio.zip|2000|01/01/2004
185|ShapeFile of the census tracts of the municipality Extremoz / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Extremoz / RN / Northeast|Extremoz.zip|2000|01/01/2004
186|ShapeFile of the census tracts of the municipality Fazenda Rio Grande / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Fazenda Rio Grande / PR / South|Fazenda_Rio_Grande.zip|2000|01/01/2004
187|ShapeFile of the census tracts of the municipality Feira de Santana / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Feira de Santana / BA / Northeast|Feira_de_Santana.zip|2000|01/01/2004
188|ShapeFile of the census tracts of the municipality Ferraz de Vasconcelos / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ferraz de Vasconcelos / SP / Southeast|Ferraz_de_Vasconcelos.zip|2000|01/01/2004
189|ShapeFile of the census tracts of the municipality Florestal / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Florestal / MG / Southeast|Florestal.zip|2000|01/01/2004
190|ShapeFile of the census tracts of the municipality Florianópolis / SC / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Florianópolis / SC / South|Florianopolis.zip|2000|01/01/2004
191|ShapeFile of the census tracts of the municipality Formosa / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Formosa / GO / Midwest|Formosa.zip|2000|01/01/2004
192|ShapeFile of the census tracts of the municipality Fortaleza / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Fortaleza / CE / Northeast|Fortaleza.zip|2000|01/01/2004
193|ShapeFile of the census tracts of the municipality Foz do Iguaçu / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Foz do Iguaçu / PR / South|Foz_do_Iguacu.zip|2000|01/01/2004
194|ShapeFile of the census tracts of the municipality Franca / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Franca / SP / Southeast|Franca.zip|2000|01/01/2004
195|ShapeFile of the census tracts of the municipality Francisco Morato / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Francisco Morato / SP / Southeast|Francisco_Morato.zip|2000|01/01/2004
196|ShapeFile of the census tracts of the municipality Franco da Rocha / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Franco da Rocha / SP / Southeast|Franco_da_Rocha.zip|2000|01/01/2004
197|ShapeFile of the census tracts of the municipality Fundão / ES / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Fundão / ES / Southeast|Fundao.zip|2000|01/01/2004
198|ShapeFile of the census tracts of the municipality Glorinha / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Glorinha / RS / South|Glorinha.zip|2000|01/01/2004
199|ShapeFile of the census tracts of the municipality Goianápolis / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Goianápolis / GO / Midwest|Goianapolis.zip|2000|01/01/2004
200|ShapeFile of the census tracts of the municipality Goiânia / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Goiânia / GO / Midwest|Goiania.zip|2000|01/01/2004
201|ShapeFile of the census tracts of the municipality Goianira / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Goianira / GO / Midwest|Goianira.zip|2000|01/01/2004
202|ShapeFile of the census tracts of the municipality Governador Valadares / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Governador Valadares / MG / Southeast|Governador_Valadares.zip|2000|01/01/2004
203|ShapeFile of the census tracts of the municipality Gravataí / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Gravataí / RS / South|Gravatai.zip|2000|01/01/2004
204|ShapeFile of the census tracts of the municipality Guaíba / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Guaíba / RS / South|Guaiba.zip|2000|01/01/2004
205|ShapeFile of the census tracts of the municipality Guaiúba / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Guaiúba / CE / Northeast|Guaiuba.zip|2000|01/01/2004
206|ShapeFile of the census tracts of the municipality Guapimirim / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Guapimirim / RJ / Southeast|Guapimirim.zip|2000|01/01/2004
207|ShapeFile of the census tracts of the municipality Guarapari / ES / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Guarapari / ES / Southeast|Guarapari.zip|2000|01/01/2004
208|ShapeFile of the census tracts of the municipality Guarapuava / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Guarapuava / PR / South|Guarapuava.zip|2000|01/01/2004
209|ShapeFile of the census tracts of the municipality Guararema / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Guararema / SP / Southeast|Guararema.zip|2000|01/01/2004
210|ShapeFile of the census tracts of the municipality Guarujá / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Guarujá / SP / Southeast|Guaruja.zip|2000|01/01/2004
211|ShapeFile of the census tracts of the municipality Guarulhos / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Guarulhos / SP / Southeast|Guarulhos.zip|2000|01/01/2004
212|ShapeFile of the census tracts of the municipality Hidrolândia / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Hidrolândia / GO / Midwest|Hidrolandia.zip|2000|01/01/2004
213|ShapeFile of the census tracts of the municipality Holambra / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Holambra / SP / Southeast|Holambra.zip|2000|01/01/2004
214|ShapeFile of the census tracts of the municipality Horizonte / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Horizonte / CE / Northeast|Horizonte.zip|2000|01/01/2004
215|ShapeFile of the census tracts of the municipality Hortolândia / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Hortolândia / SP / Southeast|Hortolandia.zip|2000|01/01/2004
216|ShapeFile of the census tracts of the municipality Ibirité / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ibirité / MG / Southeast|Ibirite.zip|2000|01/01/2004
217|ShapeFile of the census tracts of the municipality Igarapé / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Igarapé / MG / Southeast|Igarape.zip|2000|01/01/2004
218|ShapeFile of the census tracts of the municipality Igarassu / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Igarassu / PE / Northeast|Igarassu.zip|2000|01/01/2004
219|ShapeFile of the census tracts of the municipality Ilha de Itamaracá / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ilha de Itamaracá / PE / Northeast|Ilha_de_Itamaraca.zip|2000|01/01/2004
220|ShapeFile of the census tracts of the municipality Ilhéus / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ilhéus / BA / Northeast|Ilheus.zip|2000|01/01/2004
221|ShapeFile of the census tracts of the municipality Imperatriz / MA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Imperatriz / MA / Northeast|Imperatriz.zip|2000|01/01/2004
222|ShapeFile of the census tracts of the municipality Indaiatuba / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Indaiatuba / SP / Southeast|Indaiatuba.zip|2000|01/01/2004
223|ShapeFile of the census tracts of the municipality Ipatinga / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ipatinga / MG / Southeast|Ipatinga.zip|2000|01/01/2004
224|ShapeFile of the census tracts of the municipality Ipojuca / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ipojuca / PE / Northeast|Ipojuca.zip|2000|01/01/2004
225|ShapeFile of the census tracts of the municipality Itaboraí / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itaboraí / RJ / Southeast|Itaborai.zip|2000|01/01/2004
226|ShapeFile of the census tracts of the municipality Itabuna / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itabuna / BA / Northeast|Itabuna.zip|2000|01/01/2004
227|ShapeFile of the census tracts of the municipality Itaguaí / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itaguaí / RJ / Southeast|Itaguai.zip|2000|01/01/2004
228|ShapeFile of the census tracts of the municipality Itaguara / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itaguara / MG / Southeast|Itaguara.zip|2000|01/01/2004
229|ShapeFile of the census tracts of the municipality Itaitinga / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itaitinga / CE / Northeast|Itaitinga.zip|2000|01/01/2004
230|ShapeFile of the census tracts of the municipality Itanhaém / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itanhaém / SP / Southeast|Itanhaem.zip|2000|01/01/2004
231|ShapeFile of the census tracts of the municipality Itaparica / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itaparica / BA / Northeast|Itaparica.zip|2000|01/01/2004
232|ShapeFile of the census tracts of the municipality Itapecerica da Serra / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itapecerica da Serra / SP / Southeast|Itapecerica_da_Serra.zip|2000|01/01/2004
233|ShapeFile of the census tracts of the municipality Itaperuçu / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itaperuçu / PR / South|Itaperucu.zip|2000|01/01/2004
234|ShapeFile of the census tracts of the municipality Itapevi / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itapevi / SP / Southeast|Itapevi.zip|2000|01/01/2004
235|ShapeFile of the census tracts of the municipality Itapissuma / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itapissuma / PE / Northeast|Itapissuma.zip|2000|01/01/2004
236|ShapeFile of the census tracts of the municipality Itaquaquecetuba / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itaquaquecetuba / SP / Southeast|Itaquaquecetuba.zip|2000|01/01/2004
237|ShapeFile of the census tracts of the municipality Itatiaiuçu / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itatiaiuçu / MG / Southeast|Itatiaiucu.zip|2000|01/01/2004
238|ShapeFile of the census tracts of the municipality Itatiba / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Itatiba / SP / Southeast|Itatiba.zip|2000|01/01/2004
239|ShapeFile of the census tracts of the municipality Ivoti / RS / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Ivoti / RS / South|Ivoti.zip|2000|01/01/2004
240|ShapeFile of the census tracts of the municipality Jaboatão dos Guararapes / PE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Jaboatão dos Guararapes / PE / Northeast|Jaboatao_dos_Guararapes.zip|2000|01/01/2004
241|ShapeFile of the census tracts of the municipality Jaboticatubas / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Jaboticatubas / MG / Southeast|Jaboticatubas.zip|2000|01/01/2004
242|ShapeFile of the census tracts of the municipality Jacareí / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Jacareí / SP / Southeast|Jacarei.zip|2000|01/01/2004
243|ShapeFile of the census tracts of the municipality Jaguariúna / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Jaguariúna / SP / Southeast|Jaguariuna.zip|2000|01/01/2004
244|ShapeFile of the census tracts of the municipality Jandira / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Jandira / SP / Southeast|Jandira.zip|2000|01/01/2004
245|ShapeFile of the census tracts of the municipality Japeri / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Japeri / RJ / Southeast|Japeri.zip|2000|01/01/2004
246|ShapeFile of the census tracts of the municipality João Pessoa / PB / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||João Pessoa / PB / Northeast|Joao_Pessoa.zip|2000|01/01/2004
247|ShapeFile of the census tracts of the municipality Joinville / SC / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Joinville / SC / South|Joinville.zip|2000|01/01/2004
248|ShapeFile of the census tracts of the municipality José de Freitas / PI / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||José de Freitas / PI / Northeast|Jose_de_Freitas.zip|2000|01/01/2004
249|ShapeFile of the census tracts of the municipality Juatuba / PI / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Juatuba / MG / Southeast|Juatuba.zip|2000|01/01/2004
250|ShapeFile of the census tracts of the municipality Juazeiro / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Juazeiro / BA / Northeast|Juazeiro.zip|2000|01/01/2004
251|ShapeFile of the census tracts of the municipality Juazeiro do Norte / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Juazeiro do Norte / CE / Northeast|Juazeiro_do_Norte.zip|2000|01/01/2004
252|ShapeFile of the census tracts of the municipality Juiz de Fora / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Juiz de Fora / MG / Southeast|Juiz_de_Fora.zip|2000|01/01/2004
253|ShapeFile of the census tracts of the municipality Jundiaí / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Jundiaí / SP / Southeast|Jundiai.zip|2000|01/01/2004
254|ShapeFile of the census tracts of the municipality Juquitiba / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Juquitiba / SP / Southeast|Juquitiba.zip|2000|01/01/2004
255|ShapeFile of the census tracts of the municipality Lages / SC / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Lages / SC / South|Lages.zip|2000|01/01/2004
256|ShapeFile of the census tracts of the municipality Lagoa Santa / MG / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Lagoa Santa / MG / Southeast|Lagoa_Santa.zip|2000|01/01/2004
257|ShapeFile of the census tracts of the municipality Lapa / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Lapa / PR / South|Lapa.zip|2000|01/01/2004
258|ShapeFile of the census tracts of the municipality Lauro de Freitas / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Lauro de Freitas / BA / Northeast|Lauro_de_Freitas.zip|2000|01/01/2004
259|ShapeFile of the census tracts of the municipality Limeira / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Limeira / SP / Southeast|Limeira.zip|2000|01/01/2004
260|ShapeFile of the census tracts of the municipality Londrina / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Londrina / PR / South|Londrina.zip|2000|01/01/2004
261|ShapeFile of the census tracts of the municipality Lucena / PB / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Lucena / PB / Northeast|Lucena.zip|2000|01/01/2004
262|ShapeFile of the census tracts of the municipality Luziânia / GO / Midwest - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Luziânia / GO / Midwest|Luziania.zip|2000|01/01/2004
263|ShapeFile of the census tracts of the municipality Macaé / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Macaé / RJ / Southeast|Macae.zip|2000|01/01/2004
264|ShapeFile of the census tracts of the municipality Macaíba / RN / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Macaíba / RN / Northeast|Macaiba.zip|2000|01/01/2004
265|ShapeFile of the census tracts of the municipality Macapá / AP / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Macapá / AP / North|Macapa.zip|2000|01/01/2004
266|ShapeFile of the census tracts of the municipality Maceió / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maceió / AL / Northeast|Maceio.zip|2000|01/01/2004
267|ShapeFile of the census tracts of the municipality Madre de Deus / BA / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Madre de Deus / BA / Northeast|Madre_de_Deus.zip|2000|01/01/2004
268|ShapeFile of the census tracts of the municipality Magé / RJ / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Magé / RJ / Southeast|Mage.zip|2000|01/01/2004
269|ShapeFile of the census tracts of the municipality Mairiporã / SP / Southeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mairiporã / SP / Southeast|Mairipora.zip|2000|01/01/2004
270|ShapeFile of the census tracts of the municipality Mamanguape / PB / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mamanguape / PB / Northeast|Mamanguape.zip|2000|01/01/2004
271|ShapeFile of the census tracts of the municipality Manaus / AM / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Manaus / AM / North|Manaus.zip|2000|01/01/2004
272|ShapeFile of the census tracts of the municipality Mandirituba / PR / South - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Mandirituba / PR / South|Mandirituba.zip|2000|01/01/2004
273|ShapeFile of the census tracts of the municipality Marabá / PA / North - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Marabá / PA / North|Maraba.zip|2000|01/01/2004
274|ShapeFile of the census tracts of the municipality Maracanaú / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maracanaú / CE / Northeast|Maracanau.zip|2000|01/01/2004
275|ShapeFile of the census tracts of the municipality Maranguape / CE / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Maranguape / CE / Northeast|Maranguape.zip|2000|01/01/2004
276|ShapeFile of the census tracts of the municipality Marechal Deodoro / AL / Northeast - 2000|Cartographic|Demographic Census 2000|IBGE#Ministry of the Cities||Marechal Deodoro / AL / Northeast|Marechal_Deodoro.zip|2000|01/01/2004
