id|titulo|tipos|temas|fontes|descricao_do_conjunto_de_dados|descricao_do_tipo_de_arquivo|nome_arquivo|data_ref|data_lancamento
101|ShapeFile dos Setores censitários do município Baldim / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Baldim / MG / Sudeste|Baldim.zip|2000|01/01/2004
102|ShapeFile dos Setores censitários do município Barra de Santo Antônio / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Barra de Santo Antônio / AL / Nordeste|Barra_de_Santo_Antonio.zip|2000|01/01/2004
103|ShapeFile dos Setores censitários do município Barra de São Miguel / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Barra de São Miguel / AL / Nordeste|Barra_de_Sao_Miguel.zip|2000|01/01/2004
104|ShapeFile dos Setores censitários do município Barra Mansa / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Barra Mansa / RJ / Sudeste|Barra_Mansa.zip|2000|01/01/2004
105|ShapeFile dos Setores censitários do município Barueri / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Barueri / SP / Sudeste|Barueri.zip|2000|01/01/2004
106|ShapeFile dos Setores censitários do município Bauru / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Bauru / SP / Sudeste|Bauru.zip|2000|01/01/2004
107|ShapeFile dos Setores censitários do município Bayeux / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Bayeux / PB / Nordeste|Bayeux.zip|2000|01/01/2004
108|ShapeFile dos Setores censitários do município Bela Vista de Goiás / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Bela Vista de Goiás / GO / Centro-Oeste|Bela_Vista_de_Goias.zip|2000|01/01/2004
109|ShapeFile dos Setores censitários do município Belém / PA / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Belém / PA / Norte|Belem.zip|2000|01/01/2004
110|ShapeFile dos Setores censitários do município Belford Roxo / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Belford Roxo / RJ / Sudeste|Belford_Roxo.zip|2000|01/01/2004
111|ShapeFile dos Setores censitários do município Belo Horizonte / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Belo Horizonte / MG / Sudeste|Belo_Horizonte.zip|2000|01/01/2004
112|ShapeFile dos Setores censitários do município Benevides / PA / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Benevides / PA / Norte|Benevides.zip|2000|01/01/2004
113|ShapeFile dos Setores censitários do município Bertioga / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Bertioga / SP / Sudeste|Bertioga.zip|2000|01/01/2004
114|ShapeFile dos Setores censitários do município Betim / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Betim / MG / Sudeste|Betim.zip|2000|01/01/2004
115|ShapeFile dos Setores censitários do município Biguaçu / SC / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Biguaçu / SC / Sul|Biguacu.zip|2000|01/01/2004
116|ShapeFile dos Setores censitários do município Biritiba-Mirim / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Biritiba-Mirim / SP / Sudeste|Biritiba-Mirim.zip|2000|01/01/2004
117|ShapeFile dos Setores censitários do município Blumenau / SC / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Blumenau / SC / Sul|Blumenau.zip|2000|01/01/2004
118|ShapeFile dos Setores censitários do município Boa Vista / RR / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Boa Vista / RR / Norte|Boa_Vista.zip|2000|01/01/2004
119|ShapeFile dos Setores censitários do município Brasília / DF / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Brasília / DF / Centro-Oeste|Brasilia.zip|2000|01/01/2004
120|ShapeFile dos Setores censitários do município Brumadinho / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Brumadinho / MG / Sudeste|Brumadinho.zip|2000|01/01/2004
121|ShapeFile dos Setores censitários do município Buritis / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Buritis / MG / Sudeste|Buritis.zip|2000|01/01/2004
122|ShapeFile dos Setores censitários do município Cabedelo / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cabedelo / PB / Nordeste|Cabedelo.zip|2000|01/01/2004
123|ShapeFile dos Setores censitários do município Cabo de Santo Agostinho / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cabo de Santo Agostinho / PE / Nordeste|Cabo_de_Santo_Agostinho.zip|2000|01/01/2004
124|ShapeFile dos Setores censitários do município Cachoeiras de Macacu / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cachoeiras de Macacu / RJ / Sudeste|Cachoeiras_de_Macacu.zip|2000|01/01/2004
125|ShapeFile dos Setores censitários do município Cachoeirinha / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cachoeirinha / RS / Sul|Cachoeirinha.zip|2000|01/01/2004
126|ShapeFile dos Setores censitários do município Cachoeiro de Itapemirim / ES / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cachoeiro de Itapemirim / ES / Sudeste|Cachoeiro_de_Itapemirim.zip|2000|01/01/2004
127|ShapeFile dos Setores censitários do município Caeté / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Caeté / MG / Sudeste|Caete.zip|2000|01/01/2004
128|ShapeFile dos Setores censitários do município Caieiras / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Caieiras / SP / Sudeste|Caieiras.zip|2000|01/01/2004
129|ShapeFile dos Setores censitários do município Cajamar / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cajamar / SP / Sudeste|Cajamar.zip|2000|01/01/2004
130|ShapeFile dos Setores censitários do município Camaçari / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Camaçari / BA / Nordeste|Camacari.zip|2000|01/01/2004
131|ShapeFile dos Setores censitários do município Camaragibe / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Camaragibe / PE / Nordeste|Camaragibe.zip|2000|01/01/2004
132|ShapeFile dos Setores censitários do município Campina Grande / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campina Grande / PB / Nordeste|Campina_Grande.zip|2000|01/01/2004
133|ShapeFile dos Setores censitários do município Campina Grande do Sul / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campina Grande do Sul / PR / Sul|Campina_Grande_do_Sul.zip|2000|01/01/2004
134|ShapeFile dos Setores censitários do município Campinas / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campinas / SP / Sudeste|Campinas.zip|2000|01/01/2004
135|ShapeFile dos Setores censitários do município Campo Bom / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campo Bom / RS / Sul|Campo_Bom.zip|2000|01/01/2004
136|ShapeFile dos Setores censitários do município Campo Grande / MS / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campo Grande / MS / Centro-Oeste|Campo_Grande.zip|2000|01/01/2004
137|ShapeFile dos Setores censitários do município Campo Largo / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campo Largo / PR / Sul|Campo_Largo.zip|2000|01/01/2004
138|ShapeFile dos Setores censitários do município Campo Magro / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campo Magro / PR / Sul|Campo_Magro.zip|2000|01/01/2004
139|ShapeFile dos Setores censitários do município Campos dos Goytacazes / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Campos dos Goytacazes / RJ / Sudeste|Campos_dos_Goytacazes.zip|2000|01/01/2004
140|ShapeFile dos Setores censitários do município Candeias / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Candeias / BA / Nordeste|Candeias.zip|2000|01/01/2004
141|ShapeFile dos Setores censitários do município Canoas / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Canoas / RS / Sul|Canoas.zip|2000|01/01/2004
142|ShapeFile dos Setores censitários do município Capela de Santana / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Capela de Santana / RS / Sul|Capela_de_Santana.zip|2000|01/01/2004
143|ShapeFile dos Setores censitários do município Capim Branco / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Capim Branco / MG / Sudeste|Capim_Branco.zip|2000|01/01/2004
144|ShapeFile dos Setores censitários do município Carapicuíba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Carapicuíba / SP / Sudeste|Carapicuiba.zip|2000|01/01/2004
145|ShapeFile dos Setores censitários do município Cariacica / ES / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cariacica / ES / Sudeste|Cariacica.zip|2000|01/01/2004
146|ShapeFile dos Setores censitários do município Caruaru / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Caruaru / PE / Nordeste|Caruaru.zip|2000|01/01/2004
147|ShapeFile dos Setores censitários do município Cascavel / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cascavel / PR / Sul|Cascavel.zip|2000|01/01/2004
148|ShapeFile dos Setores censitários do município Casimiro de Abreu / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Casimiro de Abreu / RJ / Sudeste|Casimiro_de_Abreu.zip|2000|01/01/2004
149|ShapeFile dos Setores censitários do município Castanhal / PA / Norte - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Castanhal / PA / Norte|Castanhal.zip|2000|01/01/2004
150|ShapeFile dos Setores censitários do município Caucaia / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Caucaia / CE / Nordeste|Caucaia.zip|2000|01/01/2004
151|ShapeFile dos Setores censitários do município Caxias do Sul / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Caxias do Sul / RS / Sul|Caxias_do_Sul.zip|2000|01/01/2004
152|ShapeFile dos Setores censitários do município Ceará-Mirim / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ceará-Mirim / RN / Nordeste|Ceara-Mirim.zip|2000|01/01/2004
153|ShapeFile dos Setores censitários do município Charqueadas / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Charqueadas / RS / Sul|Charqueadas.zip|2000|01/01/2004
154|ShapeFile dos Setores censitários do município Chorozinho / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Chorozinho / CE / Nordeste|Chorozinho.zip|2000|01/01/2004
155|ShapeFile dos Setores censitários do município Cidade Ocidental / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cidade Ocidental / GO / Centro-Oeste|Cidade_Ocidental.zip|2000|01/01/2004
156|ShapeFile dos Setores censitários do município Colombo / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Colombo / PR / Sul|Colombo.zip|2000|01/01/2004
157|ShapeFile dos Setores censitários do município Conde / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Conde / PB / Nordeste|Conde.zip|2000|01/01/2004
158|ShapeFile dos Setores censitários do município Confins / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Confins / MG / Sudeste|Confins.zip|2000|01/01/2004
159|ShapeFile dos Setores censitários do município Contagem / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Contagem / MG / Sudeste|Contagem.zip|2000|01/01/2004
160|ShapeFile dos Setores censitários do município Coqueiro Seco / AL / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Coqueiro Seco / AL / Nordeste|Coqueiro_Seco.zip|2000|01/01/2004
161|ShapeFile dos Setores censitários do município Coronel Fabriciano / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Coronel Fabriciano / MG / Sudeste|Coronel_Fabriciano.zip|2000|01/01/2004
162|ShapeFile dos Setores censitários do município Cosmópolis / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cosmópolis / SP / Sudeste|Cosmopolis.zip|2000|01/01/2004
163|ShapeFile dos Setores censitários do município Cotia / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cotia / SP / Sudeste|Cotia.zip|2000|01/01/2004
164|ShapeFile dos Setores censitários do município Criciúma / SC / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Criciúma / SC / Sul|Criciuma.zip|2000|01/01/2004
165|ShapeFile dos Setores censitários do município Cristalina / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cristalina / GO / Centro-Oeste|Cristalina.zip|2000|01/01/2004
166|ShapeFile dos Setores censitários do município Cruz do Espírito Santo / PB / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cruz do Espírito Santo / PB / Nordeste|Cruz_do_Espirito_Santo.zip|2000|01/01/2004
167|ShapeFile dos Setores censitários do município Cubatão / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cubatão / SP / Sudeste|Cubatao.zip|2000|01/01/2004
168|ShapeFile dos Setores censitários do município Cuiabá / MT / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Cuiabá / MT / Centro-Oeste|Cuiaba.zip|2000|01/01/2004
169|ShapeFile dos Setores censitários do município Curitiba / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Curitiba / PR / Sul|Curitiba.zip|2000|01/01/2004
170|ShapeFile dos Setores censitários do município Diadema / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Diadema / SP / Sudeste|Diadema.zip|2000|01/01/2004
171|ShapeFile dos Setores censitários do município Dias d'Ávila / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Dias d'Ávila / BA / Nordeste|Dias_d'avila.zip|2000|01/01/2004
172|ShapeFile dos Setores censitários do município Divinópolis / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Divinópolis / MG / Sudeste|Divinopolis.zip|2000|01/01/2004
173|ShapeFile dos Setores censitários do município Dois Irmãos / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Dois Irmãos / RS / Sul|Dois_Irmaos.zip|2000|01/01/2004
174|ShapeFile dos Setores censitários do município Dourados / MS / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Dourados / MS / Centro-Oeste|Dourados.zip|2000|01/01/2004
175|ShapeFile dos Setores censitários do município Duque de Caxias / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Duque de Caxias / RJ / Sudeste|Duque_de_Caxias.zip|2000|01/01/2004
176|ShapeFile dos Setores censitários do município Eldorado do Sul / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Eldorado do Sul / RS / Sul|Eldorado_do_Sul.zip|2000|01/01/2004
177|ShapeFile dos Setores censitários do município Embu / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Embu / SP / Sudeste|Embu.zip|2000|01/01/2004
178|ShapeFile dos Setores censitários do município Embu-Guaçu / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Embu-Guaçu / SP / Sudeste|Embu-Guacu.zip|2000|01/01/2004
179|ShapeFile dos Setores censitários do município Engenheiro Coelho / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Engenheiro Coelho / SP / Sudeste|Engenheiro_Coelho.zip|2000|01/01/2004
180|ShapeFile dos Setores censitários do município Escada / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Escada / PE / Nordeste|Escada.zip|2000|01/01/2004
181|ShapeFile dos Setores censitários do município Esmeraldas / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Esmeraldas / MG / Sudeste|Esmeraldas.zip|2000|01/01/2004
182|ShapeFile dos Setores censitários do município Estância Velha / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Estância Velha / RS / Sul|Estancia_Velha.zip|2000|01/01/2004
183|ShapeFile dos Setores censitários do município Esteio / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Esteio / RS / Sul|Esteio.zip|2000|01/01/2004
184|ShapeFile dos Setores censitários do município Eusébio / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Eusébio / CE / Nordeste|Eusebio.zip|2000|01/01/2004
185|ShapeFile dos Setores censitários do município Extremoz / RN / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Extremoz / RN / Nordeste|Extremoz.zip|2000|01/01/2004
186|ShapeFile dos Setores censitários do município Fazenda Rio Grande / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Fazenda Rio Grande / PR / Sul|Fazenda_Rio_Grande.zip|2000|01/01/2004
187|ShapeFile dos Setores censitários do município Feira de Santana / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Feira de Santana / BA / Nordeste|Feira_de_Santana.zip|2000|01/01/2004
188|ShapeFile dos Setores censitários do município Ferraz de Vasconcelos / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ferraz de Vasconcelos / SP / Sudeste|Ferraz_de_Vasconcelos.zip|2000|01/01/2004
189|ShapeFile dos Setores censitários do município Florestal / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Florestal / MG / Sudeste|Florestal.zip|2000|01/01/2004
190|ShapeFile dos Setores censitários do município Florianópolis / SC / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Florianópolis / SC / Sul|Florianopolis.zip|2000|01/01/2004
191|ShapeFile dos Setores censitários do município Formosa / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Formosa / GO / Centro-Oeste|Formosa.zip|2000|01/01/2004
192|ShapeFile dos Setores censitários do município Fortaleza / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Fortaleza / CE / Nordeste|Fortaleza.zip|2000|01/01/2004
193|ShapeFile dos Setores censitários do município Foz do Iguaçu / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Foz do Iguaçu / PR / Sul|Foz_do_Iguacu.zip|2000|01/01/2004
194|ShapeFile dos Setores censitários do município Franca / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Franca / SP / Sudeste|Franca.zip|2000|01/01/2004
195|ShapeFile dos Setores censitários do município Francisco Morato / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Francisco Morato / SP / Sudeste|Francisco_Morato.zip|2000|01/01/2004
196|ShapeFile dos Setores censitários do município Franco da Rocha / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Franco da Rocha / SP / Sudeste|Franco_da_Rocha.zip|2000|01/01/2004
197|ShapeFile dos Setores censitários do município Fundão / ES / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Fundão / ES / Sudeste|Fundao.zip|2000|01/01/2004
198|ShapeFile dos Setores censitários do município Glorinha / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Glorinha / RS / Sul|Glorinha.zip|2000|01/01/2004
199|ShapeFile dos Setores censitários do município Goianápolis / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Goianápolis / GO / Centro-Oeste|Goianapolis.zip|2000|01/01/2004
200|ShapeFile dos Setores censitários do município Goiânia / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Goiânia / GO / Centro-Oeste|Goiania.zip|2000|01/01/2004
201|ShapeFile dos Setores censitários do município Goianira / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Goianira / GO / Centro-Oeste|Goianira.zip|2000|01/01/2004
202|ShapeFile dos Setores censitários do município Governador Valadares / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Governador Valadares / MG / Sudeste|Governador_Valadares.zip|2000|01/01/2004
203|ShapeFile dos Setores censitários do município Gravataí / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Gravataí / RS / Sul|Gravatai.zip|2000|01/01/2004
204|ShapeFile dos Setores censitários do município Guaíba / RS / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Guaíba / RS / Sul|Guaiba.zip|2000|01/01/2004
205|ShapeFile dos Setores censitários do município Guaiúba / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Guaiúba / CE / Nordeste|Guaiuba.zip|2000|01/01/2004
206|ShapeFile dos Setores censitários do município Guapimirim / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Guapimirim / RJ / Sudeste|Guapimirim.zip|2000|01/01/2004
207|ShapeFile dos Setores censitários do município Guarapari / ES / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Guarapari / ES / Sudeste|Guarapari.zip|2000|01/01/2004
208|ShapeFile dos Setores censitários do município Guarapuava / PR / Sul - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Guarapuava / PR / Sul|Guarapuava.zip|2000|01/01/2004
209|ShapeFile dos Setores censitários do município Guararema / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Guararema / SP / Sudeste|Guararema.zip|2000|01/01/2004
210|ShapeFile dos Setores censitários do município Guarujá / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Guarujá / SP / Sudeste|Guaruja.zip|2000|01/01/2004
211|ShapeFile dos Setores censitários do município Guarulhos / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Guarulhos / SP / Sudeste|Guarulhos.zip|2000|01/01/2004
212|ShapeFile dos Setores censitários do município Hidrolândia / GO / Centro-Oeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Hidrolândia / GO / Centro-Oeste|Hidrolandia.zip|2000|01/01/2004
213|ShapeFile dos Setores censitários do município Holambra / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Holambra / SP / Sudeste|Holambra.zip|2000|01/01/2004
214|ShapeFile dos Setores censitários do município Horizonte / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Horizonte / CE / Nordeste|Horizonte.zip|2000|01/01/2004
215|ShapeFile dos Setores censitários do município Hortolândia / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Hortolândia / SP / Sudeste|Hortolandia.zip|2000|01/01/2004
216|ShapeFile dos Setores censitários do município Ibirité / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ibirité / MG / Sudeste|Ibirite.zip|2000|01/01/2004
217|ShapeFile dos Setores censitários do município Igarapé / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Igarapé / MG / Sudeste|Igarape.zip|2000|01/01/2004
218|ShapeFile dos Setores censitários do município Igarassu / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Igarassu / PE / Nordeste|Igarassu.zip|2000|01/01/2004
219|ShapeFile dos Setores censitários do município Ilha de Itamaracá / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ilha de Itamaracá / PE / Nordeste|Ilha_de_Itamaraca.zip|2000|01/01/2004
220|ShapeFile dos Setores censitários do município Ilhéus / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ilhéus / BA / Nordeste|Ilheus.zip|2000|01/01/2004
221|ShapeFile dos Setores censitários do município Imperatriz / MA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Imperatriz / MA / Nordeste|Imperatriz.zip|2000|01/01/2004
222|ShapeFile dos Setores censitários do município Indaiatuba / SP / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Indaiatuba / SP / Sudeste|Indaiatuba.zip|2000|01/01/2004
223|ShapeFile dos Setores censitários do município Ipatinga / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ipatinga / MG / Sudeste|Ipatinga.zip|2000|01/01/2004
224|ShapeFile dos Setores censitários do município Ipojuca / PE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Ipojuca / PE / Nordeste|Ipojuca.zip|2000|01/01/2004
225|ShapeFile dos Setores censitários do município Itaboraí / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itaboraí / RJ / Sudeste|Itaborai.zip|2000|01/01/2004
226|ShapeFile dos Setores censitários do município Itabuna / BA / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itabuna / BA / Nordeste|Itabuna.zip|2000|01/01/2004
227|ShapeFile dos Setores censitários do município Itaguaí / RJ / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itaguaí / RJ / Sudeste|Itaguai.zip|2000|01/01/2004
228|ShapeFile dos Setores censitários do município Itaguara / MG / Sudeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itaguara / MG / Sudeste|Itaguara.zip|2000|01/01/2004
229|ShapeFile dos Setores censitários do município Itaitinga / CE / Nordeste - 2000|cartográfico|Censo Demográfico 2000|IBGE#Ministério das Cidades||Itaitinga / CE / Nordeste|Itaitinga.zip|2000|01/01/2004
