id|tipo_publicacao_en|texto_publicacao_evento|ano_publicacao_evento|link_externo|link_text|arquivo_anexo|titulo|autor|imagem_capa
406|Paper|ARRETCHE, Marta. Quando instituições federativas fortalecem o governo central? Novos Estudos/Cebrap (Impresso), v. 95, 2013, p. 38-57.|2013|||186-novos-estudos-95-arretche.pdf|Quando instituições federativas fortalecem o governo central?||
407|Paper|COELHO, Vera Schattan Pereira. What did we learn about citizen involvement in the health policy process: lessons from Brazil. Journal of Public Deliberation, v.9, I.1, Article 9 , p.1-19, 2013.|2013|||829-Citizen_involvement_in_the_health_policy_process_vs.pdf|What did we learn about citizen involvement in the health policy process: lessons from Brazil.||
408|Paper|FONSECA, Elize Massard ; FERRARI, Diogo. Governing decentralized health policy in Brazil (e-letter response to Rich and Gomez). Publius (Online), v. 42, p. e, 2013.|2013|http://publius.oxfordjournals.org/content/42/4/636.short/reply|Source||Governing decentralized health policy in Brazil (e-letter response to Rich and Gomez)||
409|Paper|MARQUES, Eduardo; RODRIGUES, Leandro. O Programa Minha Casa Minha Vida na metrópole paulistana: atendimento habitacional e padrões de segregação. Revista Brasileira de Estudos Urbanos e Regionais, 2013, v. 15, n.2, p. 159-177.|2013|||800-Marques_Leandro_Minha_casa_minha_vida_2014_4740-9495-2-PB.pdf|O Programa Minha Casa Minha Vida na metrópole paulistana: atendimento habitacional e padrões de segregação.||
410|Paper|MARQUES, Eduardo. Government, Political Actors and Governance in Urban Policies in Brazil and São Paulo: Concepts for a Future Research Agenda. Brazilian Political Science Review, 2013, v. 7, n.3, p.8-35.|2013|||799-Marques_-BPSR_2014_17_-681_1_PB.pdf|Government, Political Actors and Governance in Urban Policies in Brazil and São Paulo: Concepts for a Future Research Agenda.||
411|Paper|MARQUES, E. Government, political actors and governance in Urban Policies in Brazil and São Paulo. Paper presented at the 2nd Meeting of the Global governance club. NIAS, Holanda, 2013.|2013|||226-marques_governance-club---rotterdam_2013.pdf|Government, political actors and governance in Urban Policies in Brazil and São Paulo.||
412|Paper|REQUENA, Carolina. Condições sociohabitacionais na RMSP recente: novos desafios à clivagem centro-periferia. Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013, 24 p.|2013|||176-sd_2013_mesa_5.3_carolina_requena.pdf|Condições sociohabitacionais na RMSP recente: novos desafios à clivagem centro-periferia.||
413|Paper|RODRIGUES, Leandro. Implementação do Programa Minha Casa Minha Vida. Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013.|2013||||Implementação do Programa Minha Casa Minha Vida.||
414|Paper|SHADLEN, Kenneth C.; FONSECA, Elize Massard. Health Policy as Industrial Policy: Brazil in Comparative Perspective. Politics & Society. London: SAGE Publications, v. 41, n. 4, p. 561-587, 2013.|2013|||563-politicsandsociety_shadlenandmassard.pdf|Health Policy as Industrial Policy: Brazil in Comparative Perspective.||
415|Paper|FELTRAN, Gabriel de Santis. About angels and brothers: Fifty years of political expression of “crime” in the musical tradition of the peripheries. Revista do Instituto de Estudos Brasileiros. 2013, n.56, pp. 43-72. ISSN 0020-3874.|2013|||608-Gabriel_RIEB-56_4_01_Artigo_02_Dossie.pdf|"Sobre anjos e irmãos: cinquenta anos de expressão política do ""crime"" numa tradição musical das periferias."||
416|Paper|GALDEANO, Ana Paula. Gestion sociale de la violence dans une banlieue de São Paulo: trois logiques d'engagement citoyen. Bresil(s), N. 4, p. 169-192, 2013 .|2013|||759-Revista_%20Bresil_Gestion_Sociale_de_la_Violence_dans_une_balieu.pdf|Gestion sociale de la violence dans une banlieue de São Paulo: trois logiques d'engagement citoyen.||
417|Paper|SILVA, Patrick Cunha. Padrões de Segregação em Metrópoles Não-Centrais. Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013, 32 p.|2013|||177-sd_2013_mesa_5.4_patrick_silva.pdf|Padrões de Segregação em Metrópoles Não-Centrais.||
418|Paper|ROMÃO, Wagner de Melo. As manifestações de junho e os desafios à participação institucional. Boletim de Análise Político-Institucional / IPEA. Rio de Janeiro, n. 4, p.11-17, 2013.|2013|http://www.ipea.gov.br/participacao/images/pdfs/livro%20bapi_4_web.pdf|Source||As manifestações de junho e os desafios à participação institucional.||
419|Paper|ROMAO, Wagner de Melo; MARTELLI, Carla Giani. Estudos sobre as instituições participativas: o debate sobre sua efetividade. Pensamento & Realidade - Revista do Programa de Estudos Pós-Graduados em Administração - FEA, n.1, v. 28, p. 124-143, 2013.|2013|||573-Romao_Wagner_Pensamento_e_Realidade_2013.pdf|Estudos sobre as instituições participativas: o debate sobre sua efetividade.||
420|Paper|SILVA, Fábio L. M.; VASSELAI, Fabricio; SILVEIRA, Marcos P. L.; MAGALHÃES, Rafael N.; SIMONI JUNIOR, Sergio. Programa Bolsa Família e a Performance Eleitoral dos Incumbentes Municipais. Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013, 32 p.|2013|||183-sdiscente_mesa_9.2_fabio_lacerda_et_all_III_SD_2013.pdf|Programa Bolsa Família e a Performance Eleitoral dos Incumbentes Municipais.||
421|Paper|SILVA, Glauco Peres da.  Uma avaliação empírica da competição eleitoral para a Câmara Federal no Brasil. Opinião Pública (UNICAMP. Impresso), v. 19, p. 403-429, 2013.|2013|||874-comments_on_when_fernando_guarnieri_Peres215-791-1-PB.pdf|Uma avaliação empírica da competição eleitoral para a Câmara Federal no Brasil.||
422|Paper|SILVA, Glauco Peres da; DAVIDIAN, Andreza. Identification of Areas of Vote Concentration: Evidences from Brazil. Brazilian Political Science Review. São Paulo, v. 7, n. 2, p. 141-155, 2013.|2013|||572-Glauco_and_Andreza.pdf|Identification of Areas of Vote Concentration: Evidences from Brazil.||
423|Paper|SILVA, Patrick Cunha; FREITAS, Andréa. O Sentido da Migração na Câmara dos Deputados (1995-2011). Apresentado no III Seminário Discente da Pós-Graduação em Ciência Política da Universidade de São Paulo, abril de 2013, 32 p.|2013|||180-sd_2013_mesa_13.4_patrick_silva_e_andrea_freitas.pdf|O Sentido da Migração na Câmara dos Deputados (1995-2011).||
424|Paper|VIEIRA, Priscila Pereira Faria. À procura de trabalho: a pertinência de um novo objeto. Revista Contemporânea, v.3, n1, p. 193-214.|2013|http://www.contemporanea.ufscar.br/index.php/contemporanea/article/viewFile/125/72|Source||À procura de trabalho: a pertinência de um novo objeto||
425|Book Chapter|ARRETCHE, Marta. Quando instituições federativas fortalecem o governo central? In: HOCHMAN, Gilberto; FARIA, Carlos Aurélio Pimenta de (Org.). Federalismo e Políticas Públicas no Brasil. Rio de Janeiro: Fiocruz, 2013, v. 1, p. 65-90.|2013||||Quando instituições federativas fortalecem o governo central?||
426|Book Chapter|ARRETCHE, Marta. Governance and Finance in Two Brazilian Metropolitan Areas. In: SLACK, Enid; CHATTOPADHYAY, Rupak (ed). Governance and Finance of Metropolitan Areas in Federal Systems. OUP Canada, 2013, p. 49-76.|2013|http://ukcatalogue.oup.com/product/9780199008971.do|Source||Governance and Finance in Two Brazilian Metropolitan Areas.||
427|Book Chapter|FELTRAN, Gabriel Sde Santis. Questão Social e 'Lumpen' . In: IVO, Anete Brito Leal; KRAYCHETE, Elsa S.; BORGES, Ângel; MERCURI, Cristiana; VITALE, Denise; SENNES, Stella. (Org.). Dicionário Temático Desenvolvimento e Questão Social. 1ed. São Paulo; Brasília; Salvador: Annablume; CNPq; FAPESB, 2013, v. 1, p. 400-404.|2013|||746-dicionario_dqs_paginas_iniciais_e_finais.pdf|Questão Social e 'Lumpen'||
428|Book Chapter|FELTRAN, Gabriel de Santis. Territórios e populações marginais em tempos de desenvolvimento: modos de gestão do conflito social no Brasil contemporâneo. In: BONELLI, M.G.; LANDA, M. D. V.. (Org.). Sociologia e Mudança Social no Brasil e na Argentina. 1ed. São Carlos - SP: Compacta, 2013, v. 1, p. 295-314.|2013|||616-SociologiaeMudancaSocialnoBrasilenaArgentina.pdf|Territórios e populações marginais em tempos de desenvolvimento: modos de gestão do conflito social no Brasil contemporâneo.||
429|Book Chapter|FONSECA, Elize M.; BASTOS, Francisco Inacio. Brazilian response to the HIV/AIDS epidemic: integrating prevention and treatment. In: Lobato, L; Vaitsman, J; Ribeiro, J. (Org.). Policy analysis in Brazil. Bristol: Policy Press Scholarship Online,1sted.: , 2013, v. , p. 1-.|2013|http://policypress.universitypressscholarship.com/view/10.1332/policypress/9781447306849.001.0001/upso-9781447306849-chapter-12|Source||Brazilian response to the HIV/AIDS epidemic: integrating prevention and treatment.||
430|Book Chapter|FONSECA, Elize Massard. Intellectual property enforcement in the EU. Greer, S. and Kruzer, P. (ed.). European Union Public Health Policy: Regional and Global Trends. London: Routledge, 2013, p. 126-138.|2013||||Intellectual property enforcement in the EU.||
431|Book Chapter|GALDEANO, Ana Paula. A gestão social da violência: de como ativistas de direitos humanos, líderes de associação de bairro e evangélicos se mobilizam. In: CUNHA, Neiva V.; FELTRAN, Gabriel de Santis (Orgs.). Sobre periferias: Novos conflitos no Brasil contemporâneo. Rio de Janeiro: Lamparina Editora, 2013, p. 101-117.|2013||||A gestão social da violência: de como ativistas de direitos humanos, líderes de associação de bairro e evangélicos se mobilizam.||
432|Book Chapter|GUIMARÃES, Nadya Araújo. Trajetórias juvenis. Um novo nicho em meio à expansão das oportunidades de trabalho?. In: MACAMBIRA, Júnior; ANDRADE, Francisca Rejane Bezerra (Org.). Trabalho e Formação Profissional - juventudes em transição.  Fortaleza: Instituto de Desenvolvimento do Trabalho (IDT), Universidade Estadual do Ceará (UECE) e Banco do Nordeste do Brasil, 2013, p. 57-72.|2013|||817-Nadya_2013_-007_Trabalho_e_Formacao_Profissional.pdf|Trajetórias juvenis. Um novo nicho em meio à expansão das oportunidades de trabalho?.||
433|Book Chapter|GURZA LAVALLE, Adrian; BUENO, Natália S. A tese da ONG-uização e as mudanças na sociedade civil na América Latina: Cidade do México e São Paulo. In: REIS, Elisa P. (Org.). ONGs - Novos vínculos entre a sociedade e o Estado. Rio de Janeiro: 7 Letras, 2013, p. 281-328.|2013||||A tese da ONG-uização e as mudanças na sociedade civil na América Latina: Cidade do México e São Paulo.||
434|Book Chapter|GURZA LAVALLE, Adrian; BUENO, Natália S. Waves of Change within Civil Society in Latin America: Mexico City and São Paulo. GRUGEL, Jean. Democratization: Theories, Methods and Historical Perspectives. UK: Sage, 2013, v. IV, p. 235-272.|2013||||Waves of Change within Civil Society in Latin America: Mexico City and São Paulo.||
435|Book Chapter|GURZA LAVALLE, Adrian ; ISUNZA, Ernesto. Participação e controle social. In: IVO, Anete Brito Leal; KRAYCHETE, Elsa S.; BORGES, Ângel; MERCURI, Cristiana; VITALE, Denise; SENNES, Stella. (Org.). Dicionário Temático Desenvolvimento e Questão Social. 1ed. São Paulo; Brasília; Salvador: Annablume; CNPq; FAPESB, 2013, v. 1, p. 349-358.|2013|||746-dicionario_dqs_paginas_iniciais_e_finais.pdf|Participação e controle social.||
436|Book Chapter|MARQUES, Eduardo. Agências. In: Geraldo Di Giovanni; Marco Aurélio Nogueira. (Org.). Dicionário de Políticas Públicas. 1ed. São Paulo: Imprensa Oficial/Ed. Unesp, 2013, v. 2, p. 102.|2013||||Agências.||
437|Book Chapter|MARQUES, Eduardo. Path dependence. In: Geraldo Di Giovanni; Marco Aurélio Nogueira. (Org.). Dicionário de Políticas Públicas. 1ed. São Paulo: Imprensa Oficial/Ed. Unesp, 2013, v. 2, p. 124.|2013||||Path dependence.||
438|Book Chapter|MARQUES, Eduardo. Redes de políticas. In: Geraldo Di Giovanni; Marco Aurélio Nogueira. (Org.). Dicionário de Políticas Públicas. 1ed.São Paulo: Imprensa Oficial/Ed. Unesp, 2013, v. 2, p. 345.|2013||||Redes de políticas.||
439|Thesis|ANDRADA, Ana Carolina Silva - 2013. The organization of the artistic labor from the construction of a field of strategic action: Teatro de Grupo from São Paulo and Lei de Fomento ao Teatro (download  64.678 Kb) - Dissertation in Sociology - School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2013|http://www.teses.usp.br/teses/disponiveis/8/8132/tde-18122013-135814/pt-br.php|Source||A organização do trabalho artístico a partir da construção de um campo de ação estratégica: o teatro de grupo paulistano e a Lei de Fomento ao Teatro||
440|Thesis|ANDRADE, Ian Prates Cordeiro Andrade - 2013. Occupational structure and poverty in the metropolitan area of São Paulo, 1991-2010 (download 1.470 Kb) - Dissertation in Sociology - School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2013|http://www.teses.usp.br/teses/disponiveis/8/8132/tde-28112013-114040/pt-br.php|Source||Estrutura ocupacional e pobreza na região metropolitana de São Paulo, 1991-2010||
441|Thesis|DAVIDIAN, Andreza - 2013. The evolution of the Workers Party (PT) in São Paulo: an approach on the organization of the party and its electoral development. Dissertation in Political Sciences - School of Philosophy, Literature and Human Sciences  (USP) - São Paulo.|2013|http://www.teses.usp.br/teses/disponiveis/8/8131/tde-26052014-122315/|Source||A Evolução do PT paulista: Uma abordagem sobre a organização do partido e seu desenvolvimento no Estado.||
442|Thesis|PEREIRA, Luiz Fernando P. - 2013. In the maze of management: notes on homelessness and social assistance workers (download file 1.238 KB) .Dissertation in Sociology - Federal University of São Carlos (UFSCAR) - São Paulo.|2013|||859-mestrado_pereira_luiz_2013.pdf|No labirinto da gestão: notas sobre moradores de rua e trabalhadores da Assistência Social||
443|Thesis|"PERIN, Vanessa P. - 2013. A Refugee Camp without Fences "": ethnography of a transnational apparatus of government refugee populations (download file 2.329 Kb) - Dissertation in Sociology - Federal University of São Carlos (UFSCAR) - São Paulo."|2013|||861-mestrado_Perin_Vanesa_5248.pdf|"Um Campo de Refugiados sem Cercas"": etnografia de um aparato transnacional de governo de populações refugiadas"||
444|Thesis|PICANÇO, Monise Fernandes - 2013. The power of solution: the construction of the market of self-help literature (focused on business) - (download 2.640 KB) - Dissertation in Sociology -  School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2013|http://www.teses.usp.br/teses/disponiveis/8/8132/tde-19122013-143652/pt-br.php|Source||O Poder da Solução. A construção do mercado de literatura de autoajuda (voltada a negócios)||
445|Thesis|SZABZON, Felipe - 2013. Psychiatric hospitalization profile in São Paulo: an exploratory study. Dissertation in Public Health - School of Public Health (USP) - São Paulo, São Paulo.|2013|http://www.teses.usp.br/teses/disponiveis/6/6135/tde-20022014-095931/pt-br.php|Source||Perfil das internações psiquiátricas em São Paulo: Um estudo exploratório. Dissertação de Mestrado em Saúde Pública.||
446|Monographs|BREDA, Roselene de Lima - 2013. Between resources and limits: choices and possibilities around the routine practice of a CRAS (download 542 Kb) - Monography in Social Sciences - Sociology Department - Federal University of São Carlos (UFSCar) - São Paulo.|2013|||885-BREDA_Roselene_Monografia.pdf|Entre recursos e escolhas: Limites e possibilidades em torno das rotinas de atendimento de um CRAS||
447|Monographs|CARDOSO, Daniel Luiz - 2013. Devices of chemical dependency (download 1.070 Kb) - Monography in Social Sciences - Sociology Department - Federal University of São Carlos (UFSCar) - São Paulo.|2013|||883-Monografia_UFSCAR_dispositivos_da_dependencia_quimica_daniel_luiz_cardoso.pdf|Dispositivos da dependência química||
448|Monographs|PAZZINI, Domila do Prado - 2013. Pleasure and Danger: A study of prostitution-related processes (download 442 Kb) - Monography in Social Sciences -  Sociology Department - Federal University of São Carlos (UFSCar) - São Paulo.|2013|||880-monografia__2013__Domila-do-Prado-Pazzini.pdf|Prazer e perigo: Um estudo dos processos relacionados ao exercício da prostituição||
449|Dissertation|BORGES, Tiago Daher Padovezi - 2013. Candidates, political parties and corporate interests: a study on corporate funding of campaigns for Federal Deputy - (download arquivo 1.990 KB) - Doctoral Thesis in Political Science. School of Philosophy, Literature and Human Sciences (USP) - São Paulo.|2013|http://www.teses.usp.br/teses/disponiveis/8/8131/tde-24092013-104223/pt-br.php|Source||Candidates, political parties and corporate interests: a study on corporate funding of campaigns for Federal Deputy||
450|Working Paper|016/2013 - (Re)Batizando São Paulo: A distribuição dos votos e a denominação de logradouros no município de São Paulo (2001-2008) - Patrick Cunha Silva |2013|||524-pt16.2013.pdf|(Re)Batizando São Paulo: A distribuição dos votos e a denominação de logradouros no município de São Paulo (2001-2008)||
451|Presentation|BARBOSA, Rogério Jerônimo; PRATES, Ian. Estrutura das desigualdades na Região Metropolitana de São Paulo: 1981-2011. Anais do 38º Encontro Anual da Anpocs - ISSN 2177-3092. Caxambu, 2014.|2014|||935-Barbosa_Prates_Estrutura_2014_anpocs.pdf|Estrutura das desigualdades na Região Metropolitana de São Paulo: 1981-2011.||
452|Presentation|CAMPOS, Marcos Lopes. A política das linhas de ônibus. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014|||707-SD_2014_Lopes_-181-524-1-PB.pdf|A política das linhas de ônibus.||
453|Presentation|GODOY, Samuel Ralize; HOYLER, Telma; SARUE, Betina. Padrões de intermediação de interesses na política urbana. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014|||704-SD_2014_Samuel_Hoyler_Sarue_178-520-1-PB.pdf|Padrões de intermediação de interesses na política urbana.||
454|Presentation|HOYLER, Telma; GODOY, Samuel Ralize. Conteúdos políticos do Plano Diretor: por quê, onde, como e que diferença faz? Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014|||706-SD_2014_-Hoyler_Samuel_-158-552-1-PB.pdf|Conteúdos políticos do Plano Diretor: por quê, onde, como e que diferença faz?||
455|Presentation|GUIMARÃES, Antonio Sérgio Alfredo. Sociologia e natureza: classes, raças e sexos. In: Document de travail du Mage n° 18. Actes du colloque international Travail, care et politiques sociales qui s'est tenu du 26 au 27 août, 2014 à São Paulo et du 28 au 29 août, 2014 à Rio de Janeiro, p.209-228.|2014|http://recherche.parisdescartes.fr/mage/content/download/12954/71880/version/1/file|Source||Sociologia e natureza: classes, raças e sexos.||
456|Presentation|GUIMARÃES, N. A. ; ALVES DE BRITO, M. M. ; BARONE, L.S. Mercantilização no feminino: a visibilidade do trabalho das mulheres no Brasil através dos censos. In: Document de travail du Mage n° 18 Actes du colloque international Travail, care et politiques sociales qui s'est tenu du 26 au 27 août, 2014 à São Paulo et du 28 au 29 août, 2014 à Rio de Janeiro, p. 21-46.|2014|http://recherche.parisdescartes.fr/mage/content/download/12954/71880/version/1/file|Source||Mercantilização no feminino: a visibilidade do trabalho das mulheres no Brasil através dos censos||
457|Paper|KIRSCHBAUM, Charles; SAKAMOTO, Cristina; VASCONCELOS, Flávio C.  Conflito e improvisação por Design: a metáfora do Repente.Revista Organizações & Sociedade, V. 21, N. 68 (2014)|2014|||680-artigo_kirschbaum_et_al_2014_ROES.pdf|Conflito e improvisação por Design: a metáfora do Repente.||
458|Paper|GALDEANO, Ana Paula; FELTRAN, Gabriel S. As periferias de São Paulo: novas dinâmicas e conflitos. Contraste, v. 3, p. 124-133, 2014.|2014||||As periferias de São Paulo: novas dinâmicas e conflitos.||
459|Paper|POSTIGO, E. L. G. A Construção Social Das Favelas No Rio De Janeiro (Brasil) Como Territórios De Violência. Revista Latinoamericana de Seguridad Ciudadana, v. 15, p. 113-125, 2014.|2014|||1055-1592-5882-1-PB_evelin_postigo_V.15_dez_2014.pdf|A Construção Social Das Favelas No Rio De Janeiro (Brasil) Como Territórios De Violência.||
460|Paper|BERTELLI, Giordano. Confissões de um sociólogo, aprendiz de historiador (ou vice-versa): aspectos das relações entre sociologia e história em uma pesquisa sobre Oswald de Andrade. História e Cultura, v. 3, p. 266-283, 2014.|2014|||1291-bertelli_historia_cultura_2014_31063-5054-3-PB.pdf|Confissões de um sociólogo, aprendiz de historiador (ou vice-versa): aspectos das relações entre sociologia e história em uma pesquisa sobre Oswald de Andrade.||
461|Paper|KIRSCHBAUM, Charles; HOELZ, José Carlos. A confiança em situações ambivalentes e incongruentes: a utilização de vinhetas como método exploratório. RAM. Revista de Administração Mackenzie (Online), v. 15, N.3, p. 42-68, 2014.|2014|||877-kirschbaum_2014_RAM_6243-29967-1-PB-c1.pdf|A confiança em situações ambivalentes e incongruentes: a utilização de vinhetas como método exploratório. RAM||
462|Paper|PRIORI, Josimar ; TONELLA, Celene. Ação coletiva e movimentos sociais: em busca de uma metodologia analítica. Política & Sociedade (Online), v. 13, p. 305, 2014.|2014|||J.Priori_2014_37836-125489-1-SM.pdf|Ação coletiva e movimentos sociais: em busca de uma metodologia analítica.||
463|Paper|ARRETCHE, Marta. Déficit de Representação ou Falta de consensos mínimos: o que paralisa as políticas. Interesse Nacional, v. 7, n.26, p. 15-23, julho a setembro/2014.|2014|||802-Arretche_Deficit_de_Representacao_ou_Falta_de_Consensos_Minimos_O_Que_Paralisa_as_Politicas_Revista_Interesse_Nacional_2014.pdf|Déficit de Representação ou Falta de consensos mínimos: o que paralisa as políticas.||
464|Paper|COELHO, Vera Schattan P.; SZABZON, Felipe; DIAS, Marcelo F. Política municipal e acesso a serviços de saúde São Paulo 2001-2012, quando as periferias ganharam mais que o centro. Novos estudos - CEBRAP, São Paulo, n. 100, p. 139-161, Nov/2014.|2014|||1065-0101-3300-nec-100-00139_novos_estudos_nov_2014_vera_felipe_dias.pdf|Política municipal e acesso a serviços de saúde São Paulo 2001-2012, quando as periferias ganharam mais que o centro.||
465|Paper|HOYLER, Telma. Desenvolvimento imobiliário em São Paulo: em defesa de uma análise política. Revista Leviathan, n.9, P.31-58, Nov-Dez/2014.|2014|||957-telma_leviathan_2014.pdf|Desenvolvimento imobiliário em São Paulo: em defesa de uma análise política.||
466|Paper|HOYLER, Telma ; BURGOS, Fernando ; BRESLER, R. ; PAULICS, Veronika . Governança Ajuda ou Atrapalha? Reflexões sobre a Gestão Educacional Local. Revista Interdisciplinar de Gestão Social - RIGS, v. 3, p. 81-102, 2014.|2014|||836-Hoyler_RIGS_v3_n2_art5.pdf|Governança Ajuda ou Atrapalha? Reflexões sobre a Gestão Educacional Local.||
467|Paper|MARQUES, Eduardo. Government, political actors and governance in urban policies in Brazil and São Paulo. In: China Governance Review, 5. Beijing: Chinese Academy of Governance, 2014.|2014||||Government, political actors and governance in urban policies in Brazil and São Paulo.||
468|Paper|MARQUES, Eduardo. Book review: Critical Comparatives Perspectives in Water and Sanitation Systems. Brazilian Political Science Review, v.8, n. 2, 2014, p. 119-122.|2014|||875-resenha_ECM_-213-783-1-PB.pdf|Book review: Critical Comparatives Perspectives in Water and Sanitation Systems.||
469|Paper|PRATES, Ian; BARBOSA, Rogerio Jerônimo. Classes sociais e fechamento social: determinantes da desigualdade de renda em São Paulo.PLURAL, Revista do Programa de Pós‑Graduação em Sociologia da USP, São Paulo, v.21., n.2, 2014, p.108-138.|2014|||1056-97212-167910-1-SM_Prates_barbosa.pdf|Classes sociais e fechamento social: determinantes da desigualdade de renda em São Paulo.||
470|Paper|REQUENA, Carolina; CAMPOS, Marcos Lopes. Trânsito e transportes em SP: uma política, duas burocracias. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014|||711-SD_2014_requena_Lopes_185-532_1_PB.pdf|Trânsito e transportes em SP: uma política, duas burocracias.||
471|Paper|RODRIGUES, Maíra. Governança e participação em uma política de gestão da água. Trabalho apresentado no IV Seminário Discente da Pós-Graduação em Ciência Política da USP, de 07 a 11 de abril de 2014.|2014|||710-SD_2014_Rodrigues_164-496-1-PB.pdf|Governança e participação em uma política de gestão da água.||
472|Paper|MARQUES, Eduardo Cesar Leão . The Spatial Dimensions Of Personal Networks Among Poor Urban São Paulo and Salvador. Sociologia urbana e Rurale, n. 105, p. 102-116, 2014. DOI: 10.3280/SUR2014-105007|2014||||The Spatial Dimensions Of Personal Networks Among Poor Urban São Paulo and Salvador.||
473|Paper|SACOMANO, Mario; TRUZZI, Oswaldo Mário Serra ; KIRSCHBAUM, C. Isomorfismo e Controle Institucional em uma Planta Modular da Indústria Automobilística. Revista Brasileira de Gestão de Negócios (São Paulo. Impresso) , v. 15, p. 524-544, 2014.|2014|||993-Sacomano_Truzzi_Kirschbaum_2013_Isomorfismo-e-controle-institu_17846_outdez-2013.pdf|Isomorfismo e Controle Institucional em uma Planta Modular da Indústria Automobilística.||
474|Paper|GALDEANO, Ana Paula. Salmo 127, versículo 1: ativismo religioso e ordenamentos da segurança em uma periferia de São Paulo. Religião e Sociedade, Rio de Janeiro, v. 34, n.1, p. 38-60, 2014.|2014|||806-Galdeano_Publicado_Religiao_e_Sociedade_2014.pdf|Salmo 127, versículo 1: ativismo religioso e ordenamentos da segurança em uma periferia de São Paulo.||
475|Paper|FELTRAN, Gabriel de Santis. Valor dos pobres: a aposta no dinheiro como mediação para o conflito social contemporâneo. Cad. CRH, Salvador, v. 27, n. 72, Dec/2014.|2014|||1047-04_o_valor_dos_pobres_Feltran_dez_2014.pdf|Valor dos pobres: a aposta no dinheiro como mediação para o conflito social contemporâneo.||
476|Paper|MARQUES, Eduardo Cesar Leão A metrópole de São Paulo no início do século XXI. Revista USP, v. 102, p. 23-32, Junho/Julho/Agosto/2014.|2014|||1066-97622-169115-1-SM_revista_usp_Marques_2015.pdf|A metrópole de São Paulo no início do século XXI.||
477|Paper|MARQUES, Eduardo. Estrutura Social e Segregação em São Paulo: Transformações na Década de 2000. Dados. 2014, v.57, n.3, p. 675-710. ISSN 0011-5258.|2014|||925-eduardo_2014_set_0011-5258-dados-57-03-0675.pdf|Estrutura Social e Segregação em São Paulo: Transformações na Década de 2000.||
478|Paper|MARTINEZ, Mariana Medina; PEREIRA, Luiz Fernando de Paula; BARBOSA, Aline Ramos; OLIVEIRA, Luciano Márcio Freitas; PAZZINI, Domila do Prado. A produção e a gestão da população de rua: A trajetória de Luciene. DILEMAS: Revista de Estudos de Conflito e Controle Social, v. 7, n.4, Out/Nov/Dez/2014, p. 741-767.|2014|||906-DILEMAS_7_4_Art7.pdf|A produção e a gestão da população de rua: A trajetória de Luciene.||
479|Paper|DOWBOR, Monika; HOUTZAGER, Peter P. The Role of Professionals in Policy Reform: Cases from the City Level, São Paulo. Latin American Politics and Society, v.56, n. 3, p. 141–162, July/2014. doi: 10.1111/j.1548-2456.2014.00240.x|2014|||878-monika_dowbor_LAPS_2014laps240-c1.pdf|The Role of Professionals in Policy Reform: Cases from the City Level, São Paulo.||
480|Paper|GUARNIERI, Fernando. Comportamento eleitoral e estratégia partidária nas eleições presidenciais no Brasil (2002 – 2010).Opinião Pública (UNICAMP. Impresso), v.20, n.2, p. 157-177, agosto/2014.|2014|||879-Guarieri_F_OPv20n2a1.pdf|Comportamento eleitoral e estratégia partidária nas eleições presidenciais no Brasil (2002 – 2010).||
481|Paper|GURZA LAVALLE, Adrian; BÜLLOW, M. Sociedade civil e institucionalização da intermediação: Brokers diferentes, dilemas semelhantes. Política & Sociedade (Online), v. 13, n.28, p. 125-165, 2014.|2014|||adrian_bullow_2014_politica_e_sociedade_artigo.pdf|Sociedade civil e institucionalização da intermediação: Brokers diferentes, dilemas semelhantes. Política & Sociedade (Online)||
482|Paper|GURZA LAVALLE, Adrian; SZWAKO, José. Origens da política nacional de participação social. Entrevista com Pedro Pontual. Novos Estudos-Cebrap, n. 99, p. 91-104, Julho/2014.|2014|||988-adrian_Szwako_Novos_estudos_julho_2014_entrevista.pdf|Origens da política nacional de participação social.||
483|Paper|GURZA LAVALLE, Adrián. NGOs, Human Rights and Representation. Sur. Revista Internacional de Direitos Humanos, v. 11, n.20, p. 293-304, Jun-Dec/2014.|2014|||950-SUR_adrian_publicacao-2014124175039499-24675708.pdf|NGOs, Human Rights and Representation. Sur. Revista Internacional de Direitos Humanos||
